date,ic,rmse
2015-01-08,0.18736458438797207,0.005695933661854915
2015-01-09,0.21012453174040702,0.005858423736481766
2015-01-12,0.05623164928622052,0.006938841238115109
2015-01-13,-0.01698896426040296,0.007095986270456183
2015-01-14,-0.03563835172623266,0.007391359737815318
2015-01-15,-0.03639645690777045,0.007677821956311492
2015-01-16,-0.1143631436314363,0.00724062272767532
2015-01-20,-0.17531645569620255,0.007467388013230953
2015-01-21,-0.13949835911861228,0.0067419342094913225
2015-01-22,-0.23166901078293486,0.006847493967942017
2015-01-23,-0.16849593495934959,0.006212816062697398
2015-01-26,-0.18850496838301714,0.006616991284710863
2015-01-27,-0.0906052393857272,0.006268223169208828
2015-01-28,-0.09223125564588978,0.006581834164456758
2015-01-29,-0.11431090214516604,0.007177501749699551
2015-01-30,-0.1765878846396037,0.007555866478972896
2015-02-02,-0.291003736199152,0.006775210639891268
2015-02-03,-0.06485775032904728,0.004985706244039906
2015-02-04,-0.22372483877271837,0.00524945182893368
2015-02-05,-0.27605548243393746,0.005227436691665637
2015-02-06,-0.1190442442037056,0.0048988007296186355
2015-02-09,-0.15593120969317958,0.005404372858750737
2015-02-10,-0.0583780500151868,0.0058937032276501315
2015-02-11,0.07441860465116279,0.005976490350881144
2015-02-12,0.0781613850359421,0.006182926170337389
2015-02-13,0.03352084295369632,0.006370117938111897
2015-02-17,0.15170709940031127,0.0061706169459948765
2015-02-18,0.07900436434083216,0.006858607521708122
2015-02-19,0.08734123485813172,0.006586698759078421
2015-02-20,0.03969264592244316,0.007717181017787863
2015-02-23,-0.08226945723272495,0.006559638854256039
2015-02-24,0.0026011906705412434,0.007534885316817523
2015-02-25,-0.07328364950316169,0.007182128440350074
2015-02-26,-0.016994842944210033,0.006133826618747814
2015-02-27,-0.02817627754336615,0.008472121225181574
2015-03-02,-0.07392891918208375,0.007757664655191328
2015-03-03,-0.246601031411158,0.0075747620549678745
2015-03-04,-0.15985881207400196,0.006342195741209283
2015-03-05,-0.18325219084712754,0.006446773597300132
2015-03-06,0.03987341772151899,0.005507548791509467
2015-03-09,0.09771178188899708,0.004115182155067618
2015-03-10,0.03091528724440117,0.004089490767360125
2015-03-11,0.1025082044069386,0.004108531347793491
2015-03-12,0.18314596795609453,0.004079496818324061
2015-03-13,0.07239532619279455,0.00460741943493403
2015-03-16,0.02419127988748242,0.0047776527507126
2015-03-17,0.08935771214252229,0.006806862562368557
2015-03-18,-0.0795124238162213,0.006364903621956932
2015-03-19,0.07348690153568202,0.006933997621453576
2015-03-20,0.08664468170786126,0.006880095837940276
2015-03-23,0.20516755368356898,0.0053408444413515594
2015-03-24,0.1436532036003091,0.00483458701201052
2015-03-25,-0.1390695573622403,0.004887447513692221
2015-03-26,-0.07161246612466124,0.0048345018571927505
2015-03-27,-0.02590248476324426,0.004586311763466211
2015-03-30,-0.07545710267229254,0.004860835391441644
2015-03-31,-0.18159868729488982,0.005736876472650587
2015-04-01,-0.11047819971870604,0.007751649071001736
2015-04-02,-0.008813877168307548,0.007378898560320287
2015-04-06,0.06230803974706414,0.00711899035243154
2015-04-07,0.32787154242850447,0.006386530754644812
2015-04-08,0.3406955736224029,0.005928872127196719
2015-04-09,0.3333551006192793,0.005267872215559772
2015-04-10,0.33369467028003613,0.005962179254507307
2015-04-13,0.26187895212285456,0.006473339572054807
2015-04-14,0.16661978434130337,0.00697321944993895
2015-04-15,0.12102529358626918,0.006917909108982265
2015-04-16,0.14137365213314582,0.006027613336748137
2015-04-17,0.13263009845288326,0.005004593134374577
2015-04-20,0.052203469292076886,0.005035192205503363
2015-04-21,0.30582655826558264,0.005009605135469983
2015-04-22,0.06429910923581811,0.005206834431568948
2015-04-23,0.07969995311767465,0.005217786698983647
2015-04-24,-0.017229254571026725,0.004664040404303718
2015-04-27,0.024480578139114726,0.004587162702904435
2015-04-28,0.07960618846694797,0.004858311749218804
2015-04-29,-0.003328645100797,0.004843124277522981
2015-04-30,-0.04221753398968589,0.004578965310654224
2015-05-01,-0.12319331526648598,0.004953846139210532
2015-05-04,-0.18593530239099862,0.008308928680396531
2015-05-05,0.18366150961087674,0.006827265316192044
2015-05-06,0.14179649464459593,0.00685249588068371
2015-05-07,0.11543330087633885,0.0072698602161875075
2015-05-08,0.09671823722456634,0.007746368083817671
2015-05-11,0.03209095171120488,0.007065929014497744
2015-05-12,0.0986404125644632,0.007154107762059263
2015-05-13,0.08473980309423347,0.0062537353324817685
2015-05-14,0.005209347614410906,0.006045237579821627
2015-05-15,0.14822297955209346,0.006211363573283908
2015-05-18,0.16696689386562805,0.005835054752671347
2015-05-19,0.3113924050632912,0.005609872149812397
2015-05-20,0.09685978578383642,0.006091508598585968
2015-05-21,0.10501355013550134,0.008480981763543751
2015-05-22,0.16360759493670884,0.008688873643052814
2015-05-26,0.13797468354430378,0.006708567935975187
2015-05-27,0.20949936139809555,0.008291093102665355
2015-05-28,0.1566145092460882,0.007672512883063744
2015-05-29,0.2980654338549075,0.006684950431310383
2015-06-01,0.33484620642515384,0.00733080420066578
2015-06-02,0.16412850307587148,0.005622860903704094
2015-06-03,0.14389758179231862,0.006854325030585419
2015-06-04,0.13254623044096728,0.008234620421037977
2015-06-05,0.13197328986802673,0.009724267814838521
2015-06-08,-0.20486854917234665,0.012173309422230579
2015-06-09,-0.1889970788704966,0.012868125801653632
2015-06-10,-0.20477117818889973,0.012079696874723449
2015-06-11,-0.29795520934761444,0.010205922944827332
2015-06-12,-0.19371776840131275,0.009884831692483838
2015-06-15,0.020415537488708217,0.009164458858023125
2015-06-16,-0.186615096108767,0.008478134223770084
2015-06-17,0.025339896858884204,0.008031191342041033
2015-06-18,0.032473222979552095,0.005545129715022348
2015-06-19,0.13823253633380217,0.0064223249270639925
2015-06-22,0.153258321612752,0.006491652893501642
2015-06-23,0.14980525803310615,0.006809770636973577
2015-06-24,0.10282122940350788,0.006676009906070304
2015-06-25,0.09032739412486247,0.006492026689215399
2015-06-26,0.11759980525803311,0.006237189655120888
2015-06-29,0.09649464459591042,0.0071322573403267255
2015-06-30,0.21207400194741968,0.0068075572057987345
2015-07-01,0.11421616358325219,0.006758072510498173
2015-07-02,0.18615627822944894,0.007542658918050916
2015-07-06,0.2993202062822316,0.007055179590494004
2015-07-07,0.2579268292682927,0.00688815458922682
2015-07-08,0.20375058602906707,0.007752034866599934
2015-07-09,0.18792599805258034,0.007215438144593075
2015-07-10,0.23334956183057448,0.006712920654486273
2015-07-13,0.28045007032348807,0.006979382512086
2015-07-14,0.27004219409282704,0.006344014155086753
2015-07-15,0.13522395326192796,0.007077194772572686
2015-07-16,0.13848588120740019,0.007018870138215601
2015-07-17,0.32896786757546254,0.0065658703708754386
2015-07-20,0.09901547116736992,0.0071207146858348405
2015-07-21,0.2229254571026723,0.00749478111123966
2015-07-22,0.19051817024194337,0.007151630134514764
2015-07-23,0.064616188330558,0.007967618452714492
2015-07-24,0.09896496555327,0.008013567145774635
2015-07-27,0.08711147109446189,0.007151432081901713
2015-07-28,0.20015952310986104,0.006288474847064438
2015-07-29,0.1455858276310818,0.0062863913093482195
2015-07-30,0.05368901078569019,0.00529767717002097
2015-07-31,0.037690055615415594,0.006997798376109076
2015-08-03,0.006345980126467932,0.006872997726852854
2015-08-04,0.03505621401595542,0.007268764742576017
2015-08-05,0.09660103141115799,0.007509802852289427
2015-08-06,0.3001580849141825,0.007531742713182729
2015-08-07,0.14167838724800752,0.009665023591310124
2015-08-10,0.3309846431797651,0.012697658703951769
2015-08-11,0.3291327913279133,0.013176531859907229
2015-08-12,0.21546973803071365,0.01185471890604789
2015-08-13,0.27813149617439953,0.006965582464874362
2015-08-14,0.24534778681120145,0.006526992393617493
2015-08-17,0.10869494237111048,0.006099660294914564
2015-08-18,-0.02234411902351955,0.007011802804158895
2015-08-19,-0.25695192694898833,0.0066700737843831985
2015-08-20,-0.27312556458897924,0.006479033625404293
2015-08-21,-0.33130897574035983,0.008243300402183499
2015-08-24,-0.3246532347878911,0.01441294104804673
2015-08-25,-0.1787918223416313,0.014897383351995351
2015-08-26,-0.035955669367364926,0.010741343075782098
2015-08-27,-0.12585533772721547,0.0066381152942650585
2015-08-28,0.0013324299909665764,0.006693945269632339
2015-08-31,0.005501460564751704,0.0072492378771457245
