,1d,5d,10d,21d
2015-01-08,0.0,0.0,0.0,0.0
2015-01-09,-0.00445807602110615,0.00038087143485365793,0.0034510359838750837,-0.001719286584435764
2015-01-12,-0.0030881600575418666,0.007821780448310944,0.01822404558263746,0.02137285241395981
2015-01-13,0.015061010698818711,0.011556290427890747,0.012138677420054478,0.011422172621539328
2015-01-14,-0.005567657867808995,0.007068222527856216,0.007248883088432967,0.002258143000603452
2015-01-15,-0.011514952539030676,-0.0006375754201750627,0.009629252266372568,0.00945452892411991
2015-01-16,-0.020581903405588187,-0.011494855272494053,-0.019519966206321127,-0.025547249553307116
2015-01-20,0.0009458735489458192,0.005731136182000052,0.004905376735384159,0.014607005996239764
2015-01-21,-0.007259248775381089,0.0021990701052092554,-0.009536833188475424,-0.011914610258639935
2015-01-22,0.005766671652076338,0.015086080301312865,0.017560460730020155,0.01886631030815278
2015-01-23,-0.0047198085314391625,-0.004163291965622262,0.0008954301405486031,0.002318237332583628
2015-01-26,-0.0078032734849027285,-0.008193006213831455,-0.008157690606020007,-0.014050306484013286
2015-01-27,-0.006985385919037745,-0.008065396628826438,0.00014381946030828097,-0.01156791409567215
2015-01-28,0.02231662716547711,0.012382870961524794,0.014490461750222172,0.023639562348954035
2015-01-29,0.010190722784738648,0.007616617738349207,0.007543721068269171,0.010700693349898538
2015-01-30,-0.028416847836267634,-0.0072607117039515945,-0.003384932666946172,-0.024636720876740736
2015-02-02,-0.011574703937424768,-0.014909300136252468,-0.019212672753796456,-0.021190432751797217
2015-02-03,-0.010915257523466004,-0.013214508218821086,-0.013420217385963662,-0.03182692322079517
2015-02-04,0.006607142027864166,0.005367272398838496,0.018613067011980178,0.024798307983648682
2015-02-05,-0.012748120884295888,-0.00264004831219411,-0.007750993643059978,-0.013720167432934027
2015-02-06,-0.00663284044700041,-0.006322257893238481,-0.00424619832037898,-0.0031977353885314086
2015-02-09,-0.006697858670674295,-0.002410161944467859,-0.011957653169619609,-0.018604003755011256
2015-02-10,-0.00315482195503336,-0.0021414816723478447,0.009739352960586922,0.01586175142314694
2015-02-11,-0.010067211910763318,0.00041256800629319024,-0.002894836726391792,0.0015759293986574718
2015-02-12,-0.0169098582656938,-0.01008959491074013,-0.007010549494625873,-0.009084474300544154
2015-02-13,0.008944348773019417,-0.002523496212272547,0.005035730918740766,-0.0012954772677403747
2015-02-17,0.008021600279719543,-0.0018082864688780953,-0.0037069826656715987,-0.002465721935812848
2015-02-18,0.0010573048299515886,0.002148739837818159,0.004785417128610137,0.004344020833260576
2015-02-19,-0.018432778306892383,0.0037302975366637625,-0.0035422745150780477,-0.000320007936725375
2015-02-20,0.002478590064677322,0.002753735464247953,-0.00131940679271203,-0.004771131776939996
2015-02-23,-0.00777979661999717,-0.0062547466512644645,0.003255139952259123,0.013256508777703235
2015-02-24,-0.003438135019928401,0.003561453410068083,-0.0026620707487877704,-0.008258145956086427
2015-02-25,-0.00544269225690075,0.006040700357979434,0.0014192318952279681,0.005201947311874955
2015-02-26,0.00589527254067157,0.005135059951413279,-0.004320811235911437,0.007340951936025464
2015-02-27,-0.011651173378884105,-0.0051794494560371,-0.007056489871561822,-0.0028693471758046707
2015-03-02,0.01069115895918693,0.009609429176590245,0.007897593970568995,0.00021763924185336236
2015-03-03,0.004849105894271677,0.007804938786115878,-0.0019507091462563908,-0.0011143359943659448
2015-03-04,0.0038387822889813794,0.0020845581691515402,0.009462269232375808,0.015616438035581215
2015-03-05,0.006950346795476348,0.005370231357018085,0.0032120578625300933,-0.0017887243022353116
2015-03-06,-0.003329712372632243,-0.006245522738279052,-0.004854251289794442,-0.01188766427909349
2015-03-09,-0.001492524814439844,-0.007801982398121687,-0.010024120837145878,-0.002845650079274953
2015-03-10,0.004323185439671695,0.01187391629093848,0.0064952099113910755,0.0077234931673579865
2015-03-11,0.004181430175331569,0.002595602613568282,0.009927545730961773,-0.001478721553590967
2015-03-12,-0.008013740489066556,-0.005204445184453066,-0.0031105073449789744,-0.014977723876583249
2015-03-13,-0.0007340779082847249,-0.000987466153963945,-0.0025381607840168074,-0.003369595592027319
2015-03-16,-0.013274390398842928,0.00020609601539067768,-0.002061885117680462,-0.004517557172865949
2015-03-17,0.007995899974214238,-0.008338510334934823,-0.0019171912369327915,-0.003188058082617462
2015-03-18,0.01987075399425775,0.0067074608375585765,0.008500536929341163,0.011580737890490855
2015-03-19,0.007710046540349458,0.0015546998381117394,-0.002149650379484558,0.0008629226933829504
2015-03-20,-0.0006561579698607378,0.01311857583365117,0.0026108357076766175,0.006337634719232321
2015-03-23,-8.28539911084114e-05,0.001461641424777671,-0.006497648936967915,-0.006227252242973269
2015-03-24,-1.6525173628156864e-05,0.003010388283015475,-0.0008969073899599556,0.005465807647107246
2015-03-25,0.01968636366775911,0.0039003477671228914,0.012596101318377961,0.02283186094381895
2015-03-26,0.009644752067671014,0.005293237141951401,-0.0020320058552095732,-0.001320657941373815
2015-03-27,0.00010750045269225517,0.004855108945602593,0.0073544273603587396,-0.00470630430497232
2015-03-30,-0.011162356460427292,-0.009091551402760745,-0.0014083805710877195,0.007182143413113851
2015-03-31,-0.002825710048664498,-0.007048548007165478,-0.0023256743024023807,-0.002366770639864346
2015-04-01,0.004873475971037378,-0.012551580563809672,0.004798752337125123,0.005610031208637123
2015-04-02,-0.004034660018372271,0.0006857564669904281,0.0018740635334897338,0.005294657301073036
2015-04-06,-0.02145476975978078,-0.009227423064355311,0.00030812297783522347,0.010424083101790327
2015-04-07,0.0007845462337920939,0.0005940896378386906,-0.004038736131416365,-0.0018160277954193393
2015-04-08,0.008413729207720433,0.015541508601195408,0.012877054875314098,0.0015719255323667358
2015-04-09,-0.005674749489531505,-0.006440758068668839,-0.0039922048634009055,0.007232741004942866
2015-04-10,0.0017134735431825199,0.00654808010915664,0.005442606698598418,0.0068982696598181015
2015-04-13,-0.0007180042420328325,0.0048074105923758825,0.00739365342812226,0.012214094966056743
2015-04-14,-0.005703975839855602,-0.005292027125750276,0.0022674945657630285,0.007483468983484176
2015-04-15,-0.010130755670575864,-0.017429246197797288,-0.011881537672340903,0.005239539616446853
2015-04-16,0.014442652811194945,0.01241122981159215,0.03358504562319986,0.030603033508909805
2015-04-17,0.0011204964349627033,0.0030282576201725586,0.012593111028626147,0.004029656064492126
2015-04-20,0.004777186490569685,0.0013491281376092346,5.086453983560446e-05,-0.004515646059775835
2015-04-21,0.007116506485006946,0.02027339623992197,0.00853972607060749,-0.003864188314562478
2015-04-22,-0.005029738057678479,0.006046987816533678,0.005952206652751313,0.002112978943910271
2015-04-23,-0.002617027288924101,0.0008535302895129604,-0.0023393454551940973,-0.0032361337079782615
