호라이즌,BT 총수익률(%),BT Sharpe,BT MDD(%),ZP 총수익률(%),ZP Sharpe,ZP MDD(%)
1일,-40.81344300999351,-1.5160820134527913,43.53698777882536,9.6737155999715,0.3723091408809489,-14.641456094505878
5일,-14.940979859985715,-0.34225794472555876,26.703553297162816,-37.60204320002063,-1.1379574869797449,-42.14228807623189
10일,14.759786860038338,0.469886957853295,25.345162301798606,-7.161060400019492,-0.1044055896093033,-23.028864312006835
21일,44.380336460064875,1.0569179667956592,15.099426429181953,-10.295333400018459,-0.1888156839157839,-24.821365651761905
